PTO_num,TypeVoieImmeuble,NomVoieImmeuble,NumeroVoieImmeuble,BatimentImmeuble,BatimentImmeuble2,EtatImmeuble,EtatImmeuble2,NbreLgts,Type,RefPM,IPE_X,IPE_Y,PARCELLE,WSG84_LONG,WSG84_LAT
,CHE,DES CRETS,250,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,935984.37753317,6580505.0040346,AA0001,46.28319869,6.065714705
LI-3130-0974,IMP,DE L'ANCIEN CHATEAU,175,B,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-0AG8,IMP,DE L'ANCIEN CHATEAU,175,B,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-03X0,IMP,DE L'ANCIEN CHATEAU,177,E,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-0A80,IMP,DE L'ANCIEN CHATEAU,177,E,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-0821,IMP,DE L'ANCIEN CHATEAU,179,F,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-07Y6,IMP,DE L'ANCIEN CHATEAU,181,G,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-0A7M,IMP,DE L'ANCIEN CHATEAU,181,G,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936121.02234345,6580493.2506333,AA0024,46.28304516,6.067482168
LI-3130-082D,IMP,DE L'ANCIEN CHATEAU,130,D,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936156.14932385,6580446.4805513,AA0025,46.28261204,6.067914454
LI-3130-09GK,IMP,DE L'ANCIEN CHATEAU,138,,LOT 4,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936171.2866,6580498.4798,AA0071,46.28307463,6.06813714
,IMP,DE L'ANCIEN CHATEAU,132,,LOT 1,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936161.5283,6580483.6798,AA0072,46.28294488,6.068003029
,IMP,DE L'ANCIEN CHATEAU,136,,LOT 3,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936191.9897,6580486.9241,AA0075,46.28296341,6.068399996
,IMP,DE L'ANCIEN CHATEAU,134,,LOT 2,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936183.8903,6580471.9825,AA0074,46.2828318,6.068287342
LI-3130-03PP,IMP,DES MERLETTES,31,A,,DEPLOYE,DEPLOYE,2,PAVILLON,NRO_01313_00012,936221.60776484,6580457.9853543,AA0062,46.28269266,6.068769777
LI-3130-052T,IMP,DES MERLETTES,31,A,,DEPLOYE,DEPLOYE,2,PAVILLON,NRO_01313_00012,936221.60776484,6580457.9853543,AA0062,46.28269266,6.068769777
LI-3130-04KX,RTE,"DE SEGNY ",385,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936204.45942751,6580427.6019248,AA0028,46.28242527,6.068531895
LI-3130-077P,RTE,DE SEGNY,329,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936133,6580418,AA0029,46.28236387,6.067599656
LI-3130-090J,RTE,DE SEGNY,329,B,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936128,6580397,AA0029,46.28217666,6.067524174
,RTE,DE SEGNY,329,C,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936149,6580383,AA0029,46.28204335,6.067789646
LI-3130-09T2,RTE,DE SEGNY,329,D,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936152,6580409,AA0029,46.28227624,6.067841696
LI-3130-03QB,RTE,DE SEGNY,329,E,B,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936181,6580411,AA0029,46.2822841,6.068219064
LI-3130-07WR,RTE,DE SEGNY,329,F,C,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936174,6580385,AA0029,46.2820526,6.068115101
,RTE,DE SEGNY,329,G,A,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936190,6580373,AA0029,46.28193902,6.068316692
,IMP,DE L'ANCIEN CHATEAU,58,C,,CIBLE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936115.02708141,6580371.7389070,AA0067,46.2819539,6.067343071
LI-3130-03K4,RTE,"DE SEGNY ",289,A,,CIBLE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936164.48564737,6580340.1030822,AA0032,46.28165194,6.067968976
,CHE,DES CRETS,26,A,,CIBLE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936117.89668504,6580292.1439785,AA0033,46.2812367,6.067340166
,CHE,DES CRETS,28,B,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936138.6824,6580312.4194,AA0033,46.28141187,6.067620143
,IMP,MANDRILLON,34,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936117.707,6580327.037,AA0059,46.28155074,6.067355304
LI-3130-09N0,CHE,DES CRETS,98,H,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936065.13311367,6580374.4725219,AA0037,46.28199594,6.066696935
,CHE,DES CRETS,226,A,,DEPLOYE,CIBLE,1,PAVILLON,NRO_01313_00012,935997.90268819,6580435.2765777,AA0056,46.28256656,6.065855083
LI-3130-08V2,RTE,"DE SEGNY ",461,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936176.00726717,6580528.2490786,AA0046,46.28334085,6.068213425
LI-3130-0AG1,RTE,"DE SEGNY ",461,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936176.00726717,6580528.2490786,AA0046,46.28334085,6.068213425
LI-3130-0535,RTE,"DE SEGNY ",461,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936208.27683054,6580508.9269267,AA0047,46.2831557,6.068622473
,RTE,"DE SEGNY ",461,A,,DEPLOYE,DEPLOYE,2,IMMEUBLE,NRO_01313_00012,936241.29344897,6580486.4016990,AA0048,46.28294146,6.069039598
LI-3130-09VA,RTE,"DE SEGNY ",461,A,,DEPLOYE,DEPLOYE,2,IMMEUBLE,NRO_01313_00012,936241.29344897,6580486.4016990,AA0048,46.28294146,6.069039598
,CHE,DES CRETS,180,A,,DEPLOYE,DEPLOYE,2,IMMEUBLE,NRO_01313_00012,936015.29037345,6580406.3977105,AA0050,46.28230063,6.06606618
LI-3130-08BU,CHE,DES CRETS,180,A,,DEPLOYE,DEPLOYE,2,IMMEUBLE,NRO_01313_00012,936015.29037345,6580406.3977105,AA0050,46.28230063,6.06606618
LI-3130-08ED,CHE,DES CRETS,172,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936025.00558343,6580388.0973960,AA0051,46.28213257,6.066183036
LI-3130-09Z0,IMP,DE L'ANCIEN CHATEAU,119,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936089.03523286,6580436.3135243,AA0052,46.28254403,6.067038321
LI-3130-097U,CHE,DES CRETS,244,,,CIBLE,DEPLOYE,1,PAVILLON,NRO_01313_00012,935986.423,6580451.16,AA0057,46.28271349,6.065714107
LI-3130-08PH,IMP,DE L'ANCIEN CHATEAU,30,J,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936098.63626302,6580338.8852553,AA0058,46.28166402,6.067113785
,CHE,DES CRETS,50,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936105.4383,6580308.1607,AA0060,46.28138518,6.067186564
LI-3130-0503,IMP,DE L'ANCIEN CHATEAU,12,,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936090.636,6580316.437,AA0061,46.28146482,6.066998638
,IMP,DES MERLETTES,23,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936232.5055,6580459.0812,AA0063,46.28269871,6.068911761
,IMP,DES MERLETTES,13,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936244.3715,6580453.6919,AA0064,46.28264607,6.069063038
,IMP,DES MERLETTES,17,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936239.4111,6580457.9488,AA0064,46.2826861,6.06900081
,IMP,MANDRILLON,56,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936142.6929,6580363.4403,AA0068,46.28186955,6.067697927
,IMP,MANDRILLON,50,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936133.8598,6580342.9076,AA0069,46.28168789,6.067572936
LI-3130-03XB,RTE,"DE SEGNY ",60,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936116.57338943,6580170.9040177,AB0004,46.28014625,6.067261844
LI-3130-03X7,RTE,"DE SEGNY ",40,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936111.46307951,6580149.9283978,AB0007,46.2799593,6.067184946
LI-3130-0846,RTE,"DE SEGNY ",216,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936165.49082732,6580268.0006788,AB0016,46.28100282,6.067945646
LI-3130-0837,RTE,"DE VILLARD ",203,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936266.41479904,6580219.7367034,AB0018,46.28053323,6.069231037
,RTE,"DE VILLARD ",207,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936289.88287560,6580242.5416634,AB0020,46.28073022,6.069547104
LI-3130-03XR,RTE,"DE VILLARD ",207,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936289.88287560,6580242.5416634,AB0020,46.28073022,6.069547104
LI-3130-0868,RTE,"DE VILLARD ",207,B,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936289.88287560,6580242.5416634,AB0020,46.28073022,6.069547104
LI-3130-04ZA,RTE,"DE SEGNY ",262,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936202.17460433,6580305.8241353,AB0022,46.28133032,6.068440797
LI-3130-03X2,RTE,"DE SEGNY ",326,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936230.11632239,6580354.4451819,AB0023,46.28175803,6.068827951
LI-3130-08RH,RTE,"DE SEGNY ",326,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936230.11632239,6580354.4451819,AB0023,46.28175803,6.068827951
LI-3130-04Z7,RTE,"DE VILLARD ",0,A,,ABANDONNE,CIBLE,35,PAVILLON,NRO_01313_00012,936237.63714364,6580261.2098025,AB0049,46.28091647,6.068878504
LI-3130-082W,RTE,"DE SEGNY ",298,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936214.12977704,6580328.2314563,AB0050,46.28152776,6.068607254
LI-3130-084X,RTE,"DE SEGNY ",4,A,,CIBLE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936129.13566678,6580144.7419947,AB0054,46.27990645,6.067411674
LI-3130-09CY,RTE,"DE SEGNY ",502,A,,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936312.09284958,6580500.8168214,AB0064,46.28304639,6.069965713
,RUE,"DU MESNIL ",39,A,,CIBLE,CIBLE,4,IMMEUBLE,NRO_01313_00012,936183.04197972,6580168.0949845,AB0130,46.28009773,6.068123015
,RUE,"DU MESNIL ",39,A,,CIBLE,CIBLE,4,IMMEUBLE,NRO_01313_00012,936183.04197972,6580168.0949845,AB0130,46.28009773,6.068123015
,RUE,"DU MESNIL ",39,A,,CIBLE,CIBLE,4,IMMEUBLE,NRO_01313_00012,936183.04197972,6580168.0949845,AB0130,46.28009773,6.068123015
,RUE,"DU MESNIL ",39,A,,CIBLE,CIBLE,4,IMMEUBLE,NRO_01313_00012,936183.04197972,6580168.0949845,AB0130,46.28009773,6.068123015
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,"DU MESNIL ",41,A,,CIBLE,CIBLE,8,IMMEUBLE,NRO_01313_00012,936165.96384533,6580155.3736953,AB0131,46.27998924,6.067894968
,RUE,DU MESNIL,60,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936144.78312330,6580243.3703303,AB0323,46.28078844,6.067664486
,RUE,DU MESNIL,58,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936152.73899087,6580237.8754363,AB0324,46.28073621,6.067764962
,RUE,DU MESNIL,56,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936160.31119593,6580232.1671473,AB0325,46.2806822,6.067860351
,RUE,"DU MESNIL ",54,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936165.04074759,6580224.5445364,AB0139,46.28061196,6.067917883
,RUE,"DU MESNIL ",44,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936190.56108118,6580225.2787983,AB0143,46.28060964,6.068249444
,RUE,DU MESNIL,48,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936180.25064382,6580208.5042542,AB0327,46.28046231,6.068107177
,RUE,DU MESNIL,50,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936173.18373901,6580203.4320477,AB0328,46.28041914,6.068012908
,RUE,"DU MESNIL ",35,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936196.49186123,6580182.3718856,AB0154,46.28022149,6.068304762
,RUE,"DU MESNIL ",33,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936201.94675116,6580186.0768189,AB0155,46.28025292,6.068377422
,RUE,"DU MESNIL ",31,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936207.94601694,6580190.1377071,AB0156,46.28028736,6.068457326
,RUE,"DU MESNIL ",29,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936217.17584036,6580194.7724277,AB0157,46.28032583,6.068579444
,RUE,DU MESNIL,27,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936225.87068295,6580202.4177521,AB0158,46.28039158,6.068696138
,RUE,"DU MESNIL ",43,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936157.48251024,6580182.5138725,AB0173,46.28023641,6.067798594
,RUE,"DU MESNIL ",45,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936149.82257106,6580189.7902307,AB0174,46.28030456,6.067702858
,RUE,"DU MESNIL ",47,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936142.84990923,6580198.0411779,AB0175,46.28038124,6.067616533
,RUE,"DU MESNIL ",49,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936135.64212433,6580206.0324091,AB0176,46.28045567,6.067527025
,RUE,"DU MESNIL ",51,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936126.98333151,6580212.9741072,AB0177,46.28052116,6.067418157
,RUE,"DU MESNIL ",53,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936118.69031431,6580220.4055269,AB0178,46.28059092,6.067314283
,RUE,"DU MESNIL ",55,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936111.31077398,6580228.8078946,AB0179,46.28066911,6.067222752
,RUE,DU MESNIL,15,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936259.0778,6580270.1028,AB0181,46.28098899,6.06916124
,RUE,DU MESNIL,19,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936248.1206,6580249.2552,AB0184,46.28080524,6.069008521
,RUE,DU MESNIL,21,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936242.3247,6580241.5102,AB0186,46.28073758,6.068929396
,RUE,DU MESNIL,23,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936233.3988,6580229.2141,AB0188,46.28063006,6.068807355
,RUE,DU MESNIL,25,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936229.1447,6580221.6835,AB0189,46.28056379,6.068748348
,RUE,DU MESNIL,42,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936192.7129,6580239.0662,AB0192,46.28073294,6.068284325
,RUE,DU MESNIL,34,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936208.7267,6580279.0381,AB0204,46.28108701,6.068512313
,RUE,DU MESNIL,28,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936237.9349,6580289.6247,AB0221,46.28117205,6.068896708
,RUE,DU MESNIL,24,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936247.8242,6580311.3577,AB0226,46.28136414,6.069036015
,RUE,DU MESNIL,16,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936290.6311,6580336.3022,AB0234,46.28157361,6.069604139
,RUE,DU MESNIL,14,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936284.8284,6580325.4152,AB0237,46.28147768,6.069523338
,RUE,DU MESNIL,13,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936267.6695,6580291.3218,AB0264,46.28117691,6.069283448
,RUE,DU MESNIL,10,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936316.0416,6580309.6845,AB0274,46.28132521,6.069920473
,RUE,DU MESNIL,1,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936337.9495,6580249.9162,AB0280,46.28077975,6.070174612
,RUE,DU MESNIL,5,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936318.0618,6580271.0320,AB0282,46.28097671,6.069927178
,RUE,DU MESNIL,3,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936330.3481,6580260.6940,AB0284,46.28087939,6.070081406
,RUE,DU MESNIL,8,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936328.2709,6580303.4647,AB0291,46.28126496,6.07007604
,RUE,DU MESNIL,6,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936337.0572,6580298.0895,AB0292,46.28121352,6.070187352
,RUE,DU MESNIL,4,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936346.9588,6580292.6033,AB0294,46.28116069,6.070313082
,RUE,"DU MESNIL ",37,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936190.67476906,6580178.1644617,AB0313,46.28018566,6.068227149
,RUE,"DU MESNIL ",46,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936191.19929367,6580213.3976740,AB0314,46.28050251,6.068251732
,RUE,"DU MESNIL ",62,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936134.97435281,6580248.6915722,AB0315,46.28083975,6.067539876
,RUE,"DU MESNIL ",52,A,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936170.76248256,6580216.6589114,AB0316,46.280539,6.067988159
,RUE,DU MESNIL,32,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936225.7129,6580271.4063,AB0317,46.28101239,6.068728902
,RUE,DU MESNIL,20,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936258.7751,6580332.6941,AB0318,46.28155229,6.0691889
,RUE,DU MESNIL,38,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936195.3794,6580254.2091,AB0320,46.28086827,6.06832657
,RUE,DU MESNIL,11,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936277.9259,6580286.6733,AB0321,46.2811315,6.069414206
,RUE,DU MESNIL,7,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936301.6919,6580274.7731,AB0322,46.2810161,6.069716625
,RUE,DU MESNIL,26,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936244.2829,6580302.1038,AB0329,46.28128211,6.068985387
,RUE,DU MESNIL,36,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936195.9847,6580281.1694,AB0330,46.28111064,6.068348027
,RUE,DU MESNIL,9,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936293.0170,6580279.2771,AB0331,46.28105966,6.069606319
,RUE,DU MESNIL,40,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936209.7120,6580248.3798,AB0332,46.2808108,6.06850963
,RUE,DU MESNIL,18,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936266.8609,6580346.6570,AB0333,46.2816751,6.069300882
,RUE,DU MESNIL,17,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936255.2223,6580263.2830,AB0334,46.28092898,6.069107763
,RUE,DU MESNIL,30,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936233.3913,6580281.2332,AB0335,46.28109813,6.068833508
,RUE,DU MESNIL,12,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936306.0412,6580314.3944,AB0336,46.28137109,6.069793068
,RUE,DU MESNIL,22,,,CIBLE,CIBLE,1,PAVILLON,NRO_01313_00012,936254.3567,6580324.0757,AB0337,46.28147629,6.06912721
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
,RUE,DU MESNIL,2,,,CIBLE,CIBLE,10,IMMEUBLE,NRO_01313_00012,936371.4990,6580286.0384,AB0340,46.28109303,6.07062824
LI-3130-03XG,RTE,DU SENATEUR A FOUILLOUX,1352,B,RES. GREEN PARK - B,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936222.3992,6580034.3638,AC0046,46.27888065,6.068566292
LI-3130-03XE,RTE,DU SENATEUR A FOUILLOUX,1354,B,RES. GREEN PARK - B,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936225.4933,6580039.8407,AC0046,46.27892885,6.068609208
LI-3130-03XS,RTE,DU SENATEUR A FOUILLOUX,1356,C,RES. GREEN PARK - C,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936231.7294,6580049.5603,AC0046,46.27901413,6.068695038
LI-3130-03TK,RTE,DU SENATEUR A FOUILLOUX,1358,C,RES. GREEN PARK - C,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936235.0138,6580055.4567,AC0046,46.27906603,6.068740636
LI-3130-04ZV,RTE,DU SENATEUR A FOUILLOUX,1360,D,RES GREEN PARK - D,DEPLOYE,DEPLOYE,1,PAVILLON,NRO_01313_00012,936240.2740,6580063.6962,AC0046,46.27913833,6.068813056
,RTE,DU SENATEUR A FOUILLOUX,1362,D,RES GREEN PARK - D,DEPLOYE,CIBLE,1,PAVILLON,NRO_01313_00012,936244.1543,6580068.8844,AC0046,46.27918366,6.068866029
LI-3130-04RT,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-04SQ,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-05F7,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-07WH,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-08WA,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-08WM,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-09PE,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-09SA,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
LI-3130-09W3,RTE,DU SENATEUR A FOUILLOUX,1364,A,RES GREEN PARK - A - ALLEE 1,DEPLOYE,DEPLOYE,11,IMMEUBLE,NRO_01313_00012,936191.8942,6580064.0815,AC0046,46.27915872,6.068185418
